1
201.08,113.83,47.00,47.00
200.89,113.86,47.00,47.00
200.58,114.61,47.00,47.00
200.81,115.53,47.00,47.00
201.58,116.91,47.00,47.00
199.69,116.95,47.00,47.00
199.87,117.12,47.00,47.00
199.84,117.56,47.00,47.00
199.56,117.12,47.00,47.00
198.13,119.01,47.00,47.00
197.09,119.02,47.00,47.00
196.15,119.35,47.00,47.00
198.01,120.13,47.00,47.00
196.19,120.13,47.00,47.00
196.56,121.01,47.00,47.00
197.83,122.00,47.00,47.00
196.44,121.56,47.00,47.00
196.54,122.40,47.00,47.00
196.80,123.73,47.00,47.00
195.61,123.50,47.00,47.00
195.78,124.13,47.00,47.00
193.92,124.43,47.00,47.00
193.96,123.44,47.00,47.00
194.19,124.96,47.00,47.00
194.99,124.53,47.00,47.00
194.61,124.20,47.00,47.00
190.60,125.58,47.00,47.00
194.88,125.91,47.00,47.00
196.46,125.68,47.00,47.00
193.63,125.41,47.00,47.00
191.02,122.97,47.00,47.00
191.21,123.22,47.00,47.00
189.90,121.78,47.00,47.00
191.72,121.99,47.00,47.00
192.10,123.25,47.00,47.00
190.89,122.83,47.00,47.00
193.03,123.45,47.00,47.00
192.02,123.64,47.00,47.00
190.30,122.77,47.00,47.00
193.33,123.44,47.00,47.00
191.42,123.69,47.00,47.00
191.87,122.97,47.00,47.00
191.38,121.92,47.00,47.00
192.31,122.53,47.00,47.00
194.19,124.56,47.00,47.00
193.32,124.24,47.00,47.00
190.07,124.98,47.00,47.00
191.66,125.19,47.00,47.00
189.23,125.56,47.00,47.00
196.17,125.67,47.00,47.00
190.28,124.57,47.00,47.00
193.13,126.07,47.00,47.00
192.26,124.83,47.00,47.00
190.02,125.95,47.00,47.00
184.81,126.28,47.00,47.00
189.28,125.13,47.00,47.00
191.59,126.82,47.00,47.00
189.64,124.24,47.00,47.00
191.81,125.44,47.00,47.00
190.62,127.89,47.00,47.00
186.78,126.64,47.00,47.00
191.37,125.11,47.00,47.00
189.19,126.20,47.00,47.00
186.05,123.01,47.00,47.00
179.61,109.78,47.00,47.00
177.80,125.76,47.00,47.00
176.14,120.82,47.00,47.00
181.14,118.04,47.00,47.00
180.82,119.10,47.00,47.00
177.18,111.01,47.00,47.00
173.42,114.25,47.00,47.00
184.91,110.57,47.00,47.00
185.86,107.77,47.00,47.00
2
0
0
0
0
1
125.22,138.23,53.00,55.00
127.10,134.26,53.00,55.00
130.23,133.40,53.00,55.00
134.92,132.91,53.00,55.00
130.07,125.76,53.00,55.00
139.39,125.18,53.00,55.00
127.35,120.57,53.00,55.00
131.90,119.65,53.00,55.00
134.06,128.22,53.00,55.00
130.24,120.97,53.00,55.00
138.75,128.10,53.00,55.00
136.57,118.34,53.00,55.00
128.32,116.93,53.00,55.00
126.02,122.27,53.00,55.00
132.20,127.84,53.00,55.00
132.91,124.43,53.00,55.00
132.78,129.35,53.00,55.00
132.56,118.53,53.00,55.00
129.30,123.18,53.00,55.00
138.62,129.44,53.00,55.00
134.11,123.53,53.00,55.00
128.18,123.24,53.00,55.00
126.61,123.49,53.00,55.00
127.54,127.28,53.00,55.00
125.44,126.04,53.00,55.00
126.70,128.04,53.00,55.00
127.72,125.20,53.00,55.00
124.33,121.31,53.00,55.00
126.75,125.47,53.00,55.00
124.35,123.00,53.00,55.00
125.69,120.74,53.00,55.00
120.08,120.75,53.00,55.00
132.42,121.12,53.00,55.00
118.76,119.28,53.00,55.00
136.69,128.41,53.00,55.00
138.11,129.71,53.00,55.00
138.65,123.66,53.00,55.00
135.29,129.02,53.00,55.00
130.78,129.60,53.00,55.00
139.25,136.78,53.00,55.00
130.42,116.39,53.00,55.00
133.50,128.50,53.00,55.00
125.44,117.35,53.00,55.00
126.32,123.72,53.00,55.00
131.69,120.09,53.00,55.00
134.97,126.76,53.00,55.00
128.84,119.76,53.00,55.00
131.65,123.78,53.00,55.00
138.07,125.35,53.00,55.00
130.44,121.76,53.00,55.00
128.05,124.70,53.00,55.00
126.84,124.97,53.00,55.00
132.72,130.96,53.00,55.00
129.01,131.35,53.00,55.00
128.05,124.89,53.00,55.00
122.21,124.26,53.00,55.00
142.36,143.78,53.00,55.00
137.63,149.15,53.00,55.00
140.00,145.69,53.00,55.00
138.42,144.70,53.00,55.00
137.99,140.64,53.00,55.00
119.74,122.48,53.00,55.00
118.32,122.32,53.00,55.00
132.04,127.77,53.00,55.00
120.47,122.12,53.00,55.00
123.26,108.19,53.00,55.00
122.84,116.17,53.00,55.00
114.77,126.18,53.00,55.00
114.92,117.02,53.00,55.00
