1
37.50,57.50,25.00,59.00
38.50,56.50,25.00,59.00
38.50,54.50,25.00,59.00
38.50,52.50,25.00,59.00
39.50,50.50,25.00,59.00
39.50,48.50,25.00,59.00
40.50,47.50,25.00,59.00
41.50,46.50,25.00,59.00
41.50,47.50,25.00,59.00
41.50,49.50,25.00,59.00
41.50,51.50,25.00,59.00
41.50,54.50,25.00,59.00
41.50,57.50,25.00,59.00
41.50,60.50,25.00,59.00
42.50,63.50,25.00,59.00
42.50,66.50,25.00,59.00
43.50,68.50,25.00,59.00
44.50,70.50,25.00,59.00
45.50,72.50,25.00,59.00
46.50,74.50,25.00,59.00
47.50,75.50,25.00,59.00
49.50,76.50,25.00,59.00
51.50,76.50,25.00,59.00
52.50,77.50,25.00,59.00
53.50,77.50,25.00,59.00
54.50,78.50,25.00,59.00
55.50,78.50,25.00,59.00
56.50,79.50,25.00,59.00
58.50,79.50,25.00,59.00
59.50,79.50,25.00,59.00
60.50,78.50,25.00,59.00
61.50,77.50,25.00,59.00
62.50,76.50,25.00,59.00
63.50,75.50,25.00,59.00
63.50,74.50,25.00,59.00
64.50,73.50,25.00,59.00
65.50,72.50,25.00,59.00
65.50,71.50,25.00,59.00
65.50,70.50,25.00,59.00
65.50,70.50,25.00,59.00
65.50,70.50,25.00,59.00
65.50,70.50,25.00,59.00
65.50,71.50,25.00,59.00
65.50,71.50,25.00,59.00
65.50,72.50,25.00,59.00
65.50,72.50,25.00,59.00
65.50,73.50,25.00,59.00
65.50,74.50,25.00,59.00
65.50,74.50,25.00,59.00
65.50,76.50,25.00,59.00
65.50,77.50,25.00,59.00
65.50,78.50,25.00,59.00
64.50,79.50,25.00,59.00
64.50,80.50,25.00,59.00
64.50,80.50,25.00,59.00
64.50,80.50,25.00,59.00
63.50,80.50,25.00,59.00
63.50,80.50,25.00,59.00
62.50,79.50,25.00,59.00
61.50,79.50,25.00,59.00
61.50,79.50,25.00,59.00
61.50,78.50,25.00,59.00
60.50,78.50,25.00,59.00
59.50,77.50,25.00,59.00
59.50,76.50,25.00,59.00
58.50,75.50,25.00,59.00
58.50,74.50,25.00,59.00
57.50,73.50,25.00,59.00
57.50,72.50,25.00,59.00
56.50,71.50,25.00,59.00
55.50,70.50,25.00,59.00
55.50,69.50,25.00,59.00
55.50,69.50,25.00,59.00
54.50,68.50,25.00,59.00
54.50,67.50,25.00,59.00
54.50,66.50,25.00,59.00
53.50,65.50,25.00,59.00
53.50,64.50,25.00,59.00
53.50,63.50,25.00,59.00
53.50,62.50,25.00,59.00
53.50,61.50,25.00,59.00
54.50,60.50,25.00,59.00
54.50,60.50,25.00,59.00
54.50,59.50,25.00,59.00
55.50,58.50,25.00,59.00
56.50,58.50,25.00,59.00
57.50,57.50,25.00,59.00
58.50,56.50,25.00,59.00
59.50,56.50,25.00,59.00
61.50,55.50,25.00,59.00
62.50,55.50,25.00,59.00
63.50,55.50,25.00,59.00
65.50,55.50,25.00,59.00
66.50,55.50,25.00,59.00
67.50,56.50,25.00,59.00
68.50,57.50,25.00,59.00
70.50,58.50,25.00,59.00
71.50,59.50,25.00,59.00
72.50,60.50,25.00,59.00
73.50,61.50,25.00,59.00
74.50,61.50,25.00,59.00
75.50,62.50,25.00,59.00
76.50,63.50,25.00,59.00
77.50,64.50,25.00,59.00
79.50,65.50,25.00,59.00
80.50,66.50,25.00,59.00
81.50,67.50,25.00,59.00
82.50,67.50,25.00,59.00
83.50,68.50,25.00,59.00
84.50,68.50,25.00,59.00
85.50,69.50,25.00,59.00
86.50,69.50,25.00,59.00
87.50,70.50,25.00,59.00
89.50,70.50,25.00,59.00
